zip,type,primary_city,state,country,latitude,longitude
501,UNIQUE,Holtsville,NY,US,40.81,-73.04
544,UNIQUE,Holtsville,NY,US,40.81,-73.04
601,STANDARD,Adjuntas,PR,US,18.16,-66.72
602,STANDARD,Aguada,PR,US,18.38,-67.18
603,STANDARD,Aguadilla,PR,US,18.43,-67.15
604,PO BOX,Aguadilla,PR,US,18.43,-67.15
605,PO BOX,Aguadilla,PR,US,18.43,-67.15
606,STANDARD,Maricao,PR,US,18.18,-66.98
610,STANDARD,Anasco,PR,US,18.28,-67.14
611,PO BOX,Angeles,PR,US,18.28,-66.79
612,STANDARD,Arecibo,PR,US,18.45,-66.73
613,PO BOX,Arecibo,PR,US,18.45,-66.73
614,PO BOX,Arecibo,PR,US,18.45,-66.73
616,STANDARD,Bajadero,PR,US,18.42,-66.67
617,STANDARD,Barceloneta,PR,US,18.45,-66.56
622,STANDARD,Boqueron,PR,US,17.99,-67.15
623,STANDARD,Cabo Rojo,PR,US,18.08,-67.14
624,STANDARD,Penuelas,PR,US,18.06,-66.72
627,STANDARD,Camuy,PR,US,18.48,-66.84
631,PO BOX,Castaner,PR,US,18.19,-66.82
636,PO BOX,Rosario,PR,US,18.15,-67.06
637,STANDARD,Sabana Grande,PR,US,18.08,-66.96
638,STANDARD,Ciales,PR,US,18.33,-66.47
641,STANDARD,Utuado,PR,US,18.27,-66.7
646,STANDARD,Dorado,PR,US,18.47,-66.27
647,STANDARD,Ensenada,PR,US,17.96,-66.94
650,STANDARD,Florida,PR,US,18.36,-66.56
652,STANDARD,Garrochales,PR,US,18.45,-66.6
653,STANDARD,Guanica,PR,US,17.99,-66.89
656,STANDARD,Guayanilla,PR,US,18.02,-66.79
659,STANDARD,Hatillo,PR,US,18.48,-66.82
660,STANDARD,Hormigueros,PR,US,18.14,-67.12
662,STANDARD,Isabela,PR,US,18.5,-67.02
664,STANDARD,Jayuya,PR,US,18.22,-66.59
667,STANDARD,Lajas,PR,US,18.04,-67.06
669,STANDARD,Lares,PR,US,18.29,-66.88
670,STANDARD,Las Marias,PR,US,18.27,-67.06
674,STANDARD,Manati,PR,US,18.43,-66.48
676,STANDARD,Moca,PR,US,18.39,-67.11
677,STANDARD,Rincon,PR,US,18.34,-67.25
678,STANDARD,Quebradillas,PR,US,18.47,-66.93
680,STANDARD,Mayaguez,PR,US,18.2,-67.14
681,PO BOX,Mayaguez,PR,US,18.2,-67.14
682,STANDARD,Mayaguez,PR,US,18.22,-67.16
683,STANDARD,San German,PR,US,18.08,-67.04
685,STANDARD,San Sebastian,PR,US,18.33,-66.99
687,STANDARD,Morovis,PR,US,18.32,-66.4
688,STANDARD,Sabana Hoyos,PR,US,18.38,-66.62
690,STANDARD,San Antonio,PR,US,18.49,-67.09
692,STANDARD,Vega Alta,PR,US,18.41,-66.32
693,STANDARD,Vega Baja,PR,US,18.44,-66.39
694,PO BOX,Vega Baja,PR,US,18.48,-66.39
698,STANDARD,Yauco,PR,US,18.03,-66.86
703,STANDARD,Aguas Buenas,PR,US,18.25,-66.1
704,STANDARD,Aguirre,PR,US,17.96,-66.22
705,STANDARD,Aibonito,PR,US,18.14,-66.26
707,STANDARD,Maunabo,PR,US,18,-65.9
714,STANDARD,Arroyo,PR,US,17.97,-66.06
715,STANDARD,Mercedita,PR,US,18.01,-66.56
716,STANDARD,Ponce,PR,US,17.98,-66.6
717,STANDARD,Ponce,PR,US,18,-66.61
718,STANDARD,Naguabo,PR,US,18.21,-65.73
719,STANDARD,Naranjito,PR,US,18.3,-66.24
720,STANDARD,Orocovis,PR,US,18.22,-66.39
721,PO BOX,Palmer,PR,US,18.37,-65.77
723,STANDARD,Patillas,PR,US,18,-66.01
725,STANDARD,Caguas,PR,US,18.23,-66.03
726,PO BOX,Caguas,PR,US,18.23,-66.03
727,STANDARD,Caguas,PR,US,18.22,-66.07
728,STANDARD,Ponce,PR,US,17.99,-66.66
729,STANDARD,Canovanas,PR,US,18.37,-65.9
730,STANDARD,Ponce,PR,US,18.03,-66.62
731,STANDARD,Ponce,PR,US,18.11,-66.63
732,PO BOX,Ponce,PR,US,17.98,-66.6
733,PO BOX,Ponce,PR,US,17.98,-66.6
734,PO BOX,Ponce,PR,US,17.98,-66.6
735,STANDARD,Ceiba,PR,US,18.25,-65.68
736,STANDARD,Cayey,PR,US,18.11,-66.16
737,PO BOX,Cayey,PR,US,18.11,-66.16
738,STANDARD,Fajardo,PR,US,18.33,-65.65
739,STANDARD,Cidra,PR,US,18.17,-66.15
740,STANDARD,Puerto Real,PR,US,18.33,-65.63
741,STANDARD,Punta Santiago,PR,US,18.16,-65.75
742,PO BOX,Roosevelt Roads,PR,US,18.27,-65.65
744,PO BOX,Rio Blanco,PR,US,18.22,-65.79
745,STANDARD,Rio Grande,PR,US,18.38,-65.83
751,STANDARD,Salinas,PR,US,17.97,-66.29
754,STANDARD,San Lorenzo,PR,US,18.19,-65.96
757,STANDARD,Santa Isabel,PR,US,17.97,-66.4
765,STANDARD,Vieques,PR,US,18.13,-65.44
766,STANDARD,Villalba,PR,US,18.13,-66.48
767,STANDARD,Yabucoa,PR,US,18.04,-65.87
769,STANDARD,Coamo,PR,US,18.08,-66.36
771,STANDARD,Las Piedras,PR,US,18.18,-65.86
772,STANDARD,Loiza,PR,US,18.43,-65.88
773,STANDARD,Luquillo,PR,US,18.37,-65.71
775,PO BOX,Culebra,PR,US,18.33,-65.3
777,STANDARD,Juncos,PR,US,18.22,-65.91
778,STANDARD,Gurabo,PR,US,18.25,-65.97
780,STANDARD,Coto Laurel,PR,US,18.09,-66.57
782,STANDARD,Comerio,PR,US,18.22,-66.22
783,STANDARD,Corozal,PR,US,18.34,-66.31
784,STANDARD,Guayama,PR,US,17.97,-66.11
785,PO BOX,Guayama,PR,US,17.97,-66.11
786,PO BOX,La Plata,PR,US,18.16,-66.23
791,STANDARD,Humacao,PR,US,18.15,-65.81
792,PO BOX,Humacao,PR,US,18.15,-65.81
794,STANDARD,Barranquitas,PR,US,18.18,-66.3
795,STANDARD,Juana Diaz,PR,US,18.05,-66.5
801,PO BOX,St Thomas,VI,US,18.35,-64.93
802,STANDARD,St Thomas,VI,US,18.35,-64.93
803,PO BOX,St Thomas,VI,US,18.35,-64.93
804,PO BOX,St Thomas,VI,US,18.35,-64.93
805,PO BOX,St Thomas,VI,US,18.34,-64.93
820,STANDARD,Christiansted,VI,US,17.74,-64.7
821,PO BOX,Christiansted,VI,US,17.74,-64.7
822,PO BOX,Christiansted,VI,US,17.74,-64.7
823,PO BOX,Christiansted,VI,US,17.74,-64.7
824,PO BOX,Christiansted,VI,US,17.74,-64.7
830,STANDARD,St John,VI,US,18.33,-64.79
831,PO BOX,St John,VI,US,18.33,-64.79
840,STANDARD,Frederiksted,VI,US,17.71,-64.88
841,PO BOX,Frederiksted,VI,US,17.71,-64.88
850,STANDARD,Kingshill,VI,US,17.76,-64.82
851,PO BOX,Kingshill,VI,US,17.73,-64.8
901,STANDARD,San Juan,PR,US,18.47,-66.1
902,PO BOX,San Juan,PR,US,18.4,-66.06
906,PO BOX,San Juan,PR,US,18.46,-66.09
907,STANDARD,San Juan,PR,US,18.45,-66.08
908,PO BOX,San Juan,PR,US,18.4,-66.06
909,STANDARD,San Juan,PR,US,18.44,-66.07
910,PO BOX,San Juan,PR,US,18.4,-66.06
911,STANDARD,San Juan,PR,US,18.45,-66.06
912,STANDARD,San Juan,PR,US,18.45,-66.06
913,STANDARD,San Juan,PR,US,18.45,-66.04
914,PO BOX,San Juan,PR,US,18.4,-66.06
915,STANDARD,San Juan,PR,US,18.44,-66.05
916,PO BOX,San Juan,PR,US,18.4,-66.06
917,STANDARD,San Juan,PR,US,18.42,-66.05
918,STANDARD,San Juan,PR,US,18.42,-66.07
919,PO BOX,San Juan,PR,US,18.4,-66.06
920,STANDARD,San Juan,PR,US,18.41,-66.09
921,STANDARD,San Juan,PR,US,18.39,-66.09
922,PO BOX,San Juan,PR,US,18.4,-66.06
923,STANDARD,San Juan,PR,US,18.41,-66.04
924,STANDARD,San Juan,PR,US,18.4,-66.01
925,STANDARD,San Juan,PR,US,18.4,-66.05
926,STANDARD,San Juan,PR,US,18.35,-66.05
927,STANDARD,San Juan,PR,US,18.4,-66.06
928,PO BOX,San Juan,PR,US,18.4,-66.06
929,PO BOX,San Juan,PR,US,18.4,-66.06
930,PO BOX,San Juan,PR,US,18.4,-66.06
931,PO BOX,San Juan,PR,US,18.4,-66.06
933,PO BOX,San Juan,PR,US,18.4,-66.06
934,STANDARD,Fort Buchanan,PR,US,18.41,-66.12
935,UNIQUE,San Juan,PR,US,18.4,-66.06
936,PO BOX,San Juan,PR,US,18.4,-66.07
937,PO BOX,San Juan,PR,US,18.4,-66.06
939,UNIQUE,San Juan,PR,US,18.4,-66.06
940,PO BOX,San Juan,PR,US,18.4,-66.06
949,STANDARD,Toa Baja,PR,US,18.44,-66.25
950,PO BOX,Toa Baja,PR,US,18.46,-66.23
951,PO BOX,Toa Baja,PR,US,18.43,-66.25
952,STANDARD,Sabana Seca,PR,US,18.42,-66.19
953,STANDARD,Toa Alta,PR,US,18.39,-66.25
954,PO BOX,Toa Alta,PR,US,18.39,-66.25
955,PO BOX,San Juan,PR,US,18.4,-66.06
956,STANDARD,Bayamon,PR,US,18.32,-66.17
957,STANDARD,Bayamon,PR,US,18.37,-66.19
958,PO BOX,Bayamon,PR,US,18.28,-66.13
959,STANDARD,Bayamon,PR,US,18.39,-66.15
960,PO BOX,Bayamon,PR,US,18.42,-66.15
961,STANDARD,Bayamon,PR,US,18.41,-66.17
962,STANDARD,Catano,PR,US,18.44,-66.15
963,PO BOX,Catano,PR,US,18.43,-66.11
965,STANDARD,Guaynabo,PR,US,18.43,-66.11
966,STANDARD,Guaynabo,PR,US,18.4,-66.12
968,STANDARD,Guaynabo,PR,US,18.41,-66.1
969,STANDARD,Guaynabo,PR,US,18.38,-66.11
970,PO BOX,Guaynabo,PR,US,18.38,-66.11
971,STANDARD,Guaynabo,PR,US,18.32,-66.12
975,UNIQUE,San Juan,PR,US,18.4,-66.06
976,STANDARD,Trujillo Alto,PR,US,18.36,-66.01
977,PO BOX,Trujillo Alto,PR,US,18.36,-66.01
978,PO BOX,Saint Just,PR,US,18.37,-66.01
979,STANDARD,Carolina,PR,US,18.44,-66.03
981,PO BOX,Carolina,PR,US,18.4,-65.98
982,STANDARD,Carolina,PR,US,18.41,-65.99
983,STANDARD,Carolina,PR,US,18.4,-65.98
984,PO BOX,Carolina,PR,US,18.4,-65.98
985,STANDARD,Carolina,PR,US,18.41,-65.95
986,PO BOX,Carolina,PR,US,18.4,-65.98
987,STANDARD,Carolina,PR,US,18.34,-65.94
988,PO BOX,Carolina,PR,US,18.4,-65.98
1001,STANDARD,Agawam,MA,US,42.06,-72.61
1002,STANDARD,Amherst,MA,US,42.37,-72.52
1003,PO BOX,Amherst,MA,US,42.39,-72.52
1004,PO BOX,Amherst,MA,US,42.37,-72.52
1005,STANDARD,Barre,MA,US,42.42,-72.1
1007,STANDARD,Belchertown,MA,US,42.27,-72.4
1008,STANDARD,Blandford,MA,US,42.18,-72.93
1009,PO BOX,Bondsville,MA,US,42.2,-72.34
1010,STANDARD,Brimfield,MA,US,42.11,-72.2
1011,STANDARD,Chester,MA,US,42.28,-72.98
1012,STANDARD,Chesterfield,MA,US,42.4,-72.85
1013,STANDARD,Chicopee,MA,US,42.15,-72.6
1014,PO BOX,Chicopee,MA,US,42.17,-72.57
1020,STANDARD,Chicopee,MA,US,42.17,-72.57
1021,PO BOX,Chicopee,MA,US,42.17,-72.57
1022,STANDARD,Chicopee,MA,US,42.2,-72.54
1026,STANDARD,Cummington,MA,US,42.46,-72.9
1027,STANDARD,Easthampton,MA,US,42.26,-72.68
1028,STANDARD,East Longmeadow,MA,US,42.06,-72.51
1029,PO BOX,East Otis,MA,US,42.17,-73.03
1030,STANDARD,Feeding Hills,MA,US,42.06,-72.67
1031,STANDARD,Gilbertville,MA,US,42.33,-72.2
1032,STANDARD,Goshen,MA,US,42.46,-72.81
1033,STANDARD,Granby,MA,US,42.26,-72.52
1034,STANDARD,Granville,MA,US,42.06,-72.86
1035,STANDARD,Hadley,MA,US,42.35,-72.58
1036,STANDARD,Hampden,MA,US,42.06,-72.41
1037,PO BOX,Hardwick,MA,US,42.35,-72.2
1038,STANDARD,Hatfield,MA,US,42.37,-72.6
1039,STANDARD,Haydenville,MA,US,42.39,-72.7
1040,STANDARD,Holyoke,MA,US,42.21,-72.64
1041,PO BOX,Holyoke,MA,US,42.21,-72.64
1050,STANDARD,Huntington,MA,US,42.23,-72.88
1053,STANDARD,Leeds,MA,US,42.35,-72.71
1054,STANDARD,Leverett,MA,US,42.45,-72.5
1056,STANDARD,Ludlow,MA,US,42.16,-72.48
1057,STANDARD,Monson,MA,US,42.09,-72.31
1059,PO BOX,North Amherst,MA,US,42.4,-72.52
1060,STANDARD,Northampton,MA,US,42.32,-72.63
1061,PO BOX,Northampton,MA,US,42.32,-72.67
1062,STANDARD,Florence,MA,US,42.32,-72.67
1063,UNIQUE,Northampton,MA,US,42.32,-72.64
1066,PO BOX,North Hatfield,MA,US,42.41,-72.66
1068,STANDARD,Oakham,MA,US,42.35,-72.05
1069,STANDARD,Palmer,MA,US,42.16,-72.32
1070,STANDARD,Plainfield,MA,US,42.51,-72.91
1071,STANDARD,Russell,MA,US,42.18,-72.85
1072,STANDARD,Shutesbury,MA,US,42.45,-72.4
1073,STANDARD,Southampton,MA,US,42.23,-72.73
1074,PO BOX,South Barre,MA,US,42.39,-72.09
1075,STANDARD,South Hadley,MA,US,42.26,-72.56
1077,STANDARD,Southwick,MA,US,42.05,-72.76
1079,PO BOX,Thorndike,MA,US,42.2,-72.33
1080,STANDARD,Three Rivers,MA,US,42.18,-72.37
1081,STANDARD,Wales,MA,US,42.06,-72.21
1082,STANDARD,Ware,MA,US,42.25,-72.24
1083,PO BOX,Warren,MA,US,42.21,-72.19
1084,STANDARD,West Chesterfield,MA,US,42.39,-72.88
1085,STANDARD,Westfield,MA,US,42.13,-72.75
1086,PO BOX,Westfield,MA,US,42.13,-72.79
1088,STANDARD,West Hatfield,MA,US,42.39,-72.64
1089,STANDARD,West Springfield,MA,US,42.12,-72.65
1090,PO BOX,West Springfield,MA,US,42.12,-72.65
1092,PO BOX,West Warren,MA,US,42.19,-72.24
1093,PO BOX,Whately,MA,US,42.44,-72.65
1094,PO BOX,Wheelwright,MA,US,42.35,-72.14
1095,STANDARD,Wilbraham,MA,US,42.13,-72.43
1096,STANDARD,Williamsburg,MA,US,42.4,-72.76
1097,PO BOX,Woronoco,MA,US,42.18,-72.83
1098,STANDARD,Worthington,MA,US,42.41,-72.93
1101,PO BOX,Springfield,MA,US,42.11,-72.53
1102,PO BOX,Springfield,MA,US,42.11,-72.53
1103,STANDARD,Springfield,MA,US,42.1,-72.59
1104,STANDARD,Springfield,MA,US,42.13,-72.57
1105,STANDARD,Springfield,MA,US,42.1,-72.58
1106,STANDARD,Longmeadow,MA,US,42.04,-72.57
1107,STANDARD,Springfield,MA,US,42.12,-72.61
1108,STANDARD,Springfield,MA,US,42.08,-72.56
1109,STANDARD,Springfield,MA,US,42.11,-72.53
1111,UNIQUE,Springfield,MA,US,42.11,-72.53
1115,PO BOX,Springfield,MA,US,42.11,-72.53
1116,PO BOX,Longmeadow,MA,US,42.04,-72.57
1118,STANDARD,Springfield,MA,US,42.09,-72.53
1119,STANDARD,Springfield,MA,US,42.12,-72.51
1128,STANDARD,Springfield,MA,US,42.09,-72.49
1129,STANDARD,Springfield,MA,US,42.12,-72.49
1133,UNIQUE,Springfield,MA,US,42.1,-72.59
1138,PO BOX,Springfield,MA,US,42.11,-72.53
1139,PO BOX,Springfield,MA,US,42.11,-72.53
1144,STANDARD,Springfield,MA,US,42.11,-72.53
1151,STANDARD,Indian Orchard,MA,US,42.15,-72.51
1152,STANDARD,Springfield,MA,US,42.11,-72.53
1195,STANDARD,Springfield,MA,US,42.1,-72.58
1199,UNIQUE,Springfield,MA,US,42.12,-72.6
1201,STANDARD,Pittsfield,MA,US,42.45,-73.26
1202,PO BOX,Pittsfield,MA,US,42.45,-73.26
1203,PO BOX,Pittsfield,MA,US,42.45,-73.26
1220,STANDARD,Adams,MA,US,42.62,-73.11
1222,STANDARD,Ashley Falls,MA,US,42.05,-73.33
1223,STANDARD,Becket,MA,US,42.33,-73.07
1224,STANDARD,Berkshire,MA,US,42.51,-73.2
1225,STANDARD,Cheshire,MA,US,42.55,-73.15
1226,STANDARD,Dalton,MA,US,42.47,-73.16
1227,PO BOX,Dalton,MA,US,42.47,-73.16
1229,PO BOX,Glendale,MA,US,42.28,-73.34
1230,STANDARD,Great Barrington,MA,US,42.19,-73.35
1235,STANDARD,Hinsdale,MA,US,42.42,-73.07
1236,STANDARD,Housatonic,MA,US,42.27,-73.38
1237,STANDARD,Lanesboro,MA,US,42.51,-73.22
1238,STANDARD,Lee,MA,US,42.3,-73.25
1240,STANDARD,Lenox,MA,US,42.35,-73.28
1242,PO BOX,Lenox Dale,MA,US,42.33,-73.25
1243,PO BOX,Middlefield,MA,US,42.35,-73.01
1244,PO BOX,Mill River,MA,US,42.12,-73.26
1245,STANDARD,Monterey,MA,US,42.18,-73.21
1247,STANDARD,North Adams,MA,US,42.68,-73.11
1252,PO BOX,North Egremont,MA,US,42.17,-73.44
1253,STANDARD,Otis,MA,US,42.21,-73.11
1254,STANDARD,Richmond,MA,US,42.37,-73.36
1255,STANDARD,Sandisfield,MA,US,42.11,-73.13
1256,STANDARD,Savoy,MA,US,42.56,-73.02
1257,STANDARD,Sheffield,MA,US,42.1,-73.34
1258,STANDARD,South Egremont,MA,US,42.11,-73.46
1259,STANDARD,Southfield,MA,US,42.07,-73.23
1260,PO BOX,South Lee,MA,US,42.3,-73.34
1262,PO BOX,Stockbridge,MA,US,42.3,-73.32
1263,UNIQUE,Stockbridge,MA,US,42.3,-73.32
1264,PO BOX,Tyringham,MA,US,42.24,-73.19
1266,STANDARD,West Stockbridge,MA,US,42.31,-73.39
1267,STANDARD,Williamstown,MA,US,42.7,-73.2
1270,STANDARD,Windsor,MA,US,42.51,-73.04
1301,STANDARD,Greenfield,MA,US,42.58,-72.59
1302,PO BOX,Greenfield,MA,US,42.58,-72.59
1330,STANDARD,Ashfield,MA,US,42.53,-72.78
1331,STANDARD,Athol,MA,US,42.59,-72.23
1337,STANDARD,Bernardston,MA,US,42.66,-72.55
1338,STANDARD,Buckland,MA,US,42.57,-72.82
1339,STANDARD,Charlemont,MA,US,42.63,-72.88
1340,STANDARD,Colrain,MA,US,42.66,-72.68
1341,STANDARD,Conway,MA,US,42.51,-72.68
1342,STANDARD,Deerfield,MA,US,42.55,-72.6
1343,STANDARD,Drury,MA,US,42.66,-72.98
1344,STANDARD,Erving,MA,US,42.6,-72.4
1346,STANDARD,Heath,MA,US,42.66,-72.83
1347,PO BOX,Lake Pleasant,MA,US,42.56,-72.52
1349,STANDARD,Millers Falls,MA,US,42.56,-72.48
1350,PO BOX,Monroe Bridge,MA,US,42.72,-72.98
1351,STANDARD,Montague,MA,US,42.53,-72.53
1354,STANDARD,Gill,MA,US,42.62,-72.51
1355,STANDARD,New Salem,MA,US,42.5,-72.33
1360,STANDARD,Northfield,MA,US,42.7,-72.43
1364,STANDARD,Orange,MA,US,42.59,-72.3
1366,STANDARD,Petersham,MA,US,42.48,-72.18
1367,STANDARD,Rowe,MA,US,42.7,-72.9
1368,STANDARD,Royalston,MA,US,42.68,-72.18
1370,STANDARD,Shelburne Falls,MA,US,42.6,-72.74
1373,STANDARD,South Deerfield,MA,US,42.47,-72.59
1375,STANDARD,Sunderland,MA,US,42.46,-72.58
1376,STANDARD,Turners Falls,MA,US,42.59,-72.55
1378,STANDARD,Warwick,MA,US,42.68,-72.33
1379,STANDARD,Wendell,MA,US,42.55,-72.4
1380,STANDARD,Wendell Depot,MA,US,42.58,-72.37
1420,STANDARD,Fitchburg,MA,US,42.58,-71.81
1430,STANDARD,Ashburnham,MA,US,42.63,-71.9
1431,STANDARD,Ashby,MA,US,42.68,-71.81
1432,STANDARD,Ayer,MA,US,42.56,-71.58
1434,STANDARD,Devens,MA,US,42.53,-71.61
1436,STANDARD,Baldwinville,MA,US,42.6,-72.07
1438,PO BOX,East Templeton,MA,US,42.56,-72.03
1440,STANDARD,Gardner,MA,US,42.58,-71.98
1441,UNIQUE,Westminster,MA,US,42.58,-71.98
1450,STANDARD,Groton,MA,US,42.6,-71.57
1451,STANDARD,Harvard,MA,US,42.5,-71.58
1452,STANDARD,Hubbardston,MA,US,42.48,-72.01
1453,STANDARD,Leominster,MA,US,42.51,-71.77
1460,STANDARD,Littleton,MA,US,42.53,-71.47
1462,STANDARD,Lunenburg,MA,US,42.59,-71.72
1463,STANDARD,Pepperell,MA,US,42.66,-71.58
1464,STANDARD,Shirley,MA,US,42.54,-71.65
1467,PO BOX,Still River,MA,US,42.49,-71.61
1468,STANDARD,Templeton,MA,US,42.55,-72.06
1469,STANDARD,Townsend,MA,US,42.66,-71.7
1470,UNIQUE,Groton,MA,US,42.6,-71.57
1471,UNIQUE,Groton,MA,US,42.6,-71.57
1472,PO BOX,West Groton,MA,US,42.61,-71.62
1473,STANDARD,Westminster,MA,US,42.55,-71.9
1474,STANDARD,West Townsend,MA,US,42.66,-71.74
1475,STANDARD,Winchendon,MA,US,42.68,-72.04
1477,PO BOX,Winchendon Springs,MA,US,42.69,-72.01
1501,STANDARD,Auburn,MA,US,42.2,-71.83
1503,STANDARD,Berlin,MA,US,42.38,-71.63
1504,STANDARD,Blackstone,MA,US,42.04,-71.53
1505,STANDARD,Boylston,MA,US,42.35,-71.73
1506,STANDARD,Brookfield,MA,US,42.21,-72.1
1507,STANDARD,Charlton,MA,US,42.13,-71.96
1508,PO BOX,Charlton City,MA,US,42.13,-71.96
1509,PO BOX,Charlton Depot,MA,US,42.13,-71.96
1510,STANDARD,Clinton,MA,US,42.41,-71.68
1515,STANDARD,East Brookfield,MA,US,42.22,-72.04
1516,STANDARD,Douglas,MA,US,42.05,-71.73
1517,PO BOX,East Princeton,MA,US,42.46,-71.89
1518,STANDARD,Fiskdale,MA,US,42.12,-72.11
1519,STANDARD,Grafton,MA,US,42.2,-71.68
1520,STANDARD,Holden,MA,US,42.35,-71.85
1521,STANDARD,Holland,MA,US,42.05,-72.15
1522,STANDARD,Jefferson,MA,US,42.38,-71.87
1523,STANDARD,Lancaster,MA,US,42.45,-71.66
1524,STANDARD,Leicester,MA,US,42.25,-71.9
1525,PO BOX,Linwood,MA,US,42.11,-71.63
1526,PO BOX,Manchaug,MA,US,42.12,-71.76
1527,STANDARD,Millbury,MA,US,42.19,-71.76
1529,STANDARD,Millville,MA,US,42.03,-71.58
1531,STANDARD,New Braintree,MA,US,42.31,-72.13
1532,STANDARD,Northborough,MA,US,42.31,-71.64
1534,STANDARD,Northbridge,MA,US,42.15,-71.65
1535,STANDARD,North Brookfield,MA,US,42.27,-72.08
1536,STANDARD,North Grafton,MA,US,42.23,-71.69
1537,STANDARD,North Oxford,MA,US,42.16,-71.88
1538,PO BOX,North Uxbridge,MA,US,42.05,-71.64
1540,STANDARD,Oxford,MA,US,42.11,-71.87
1541,STANDARD,Princeton,MA,US,42.45,-71.86
1542,STANDARD,Rochdale,MA,US,42.2,-71.9
1543,STANDARD,Rutland,MA,US,42.36,-71.95
1545,STANDARD,Shrewsbury,MA,US,42.3,-71.71
1546,UNIQUE,Shrewsbury,MA,US,42.3,-71.71
1550,STANDARD,Southbridge,MA,US,42.08,-72.03
1560,STANDARD,South Grafton,MA,US,42.17,-71.68
1561,PO BOX,South Lancaster,MA,US,42.44,-71.69
1562,STANDARD,Spencer,MA,US,42.24,-71.99
1564,STANDARD,Sterling,MA,US,42.43,-71.75
1566,STANDARD,Sturbridge,MA,US,42.09,-72.06
1568,STANDARD,Upton,MA,US,42.17,-71.61
1569,STANDARD,Uxbridge,MA,US,42.08,-71.6
1570,STANDARD,Webster,MA,US,42.04,-71.87
1571,STANDARD,Dudley,MA,US,42.05,-71.93
1580,UNIQUE,Westborough,MA,US,42.26,-71.61
1581,STANDARD,Westborough,MA,US,42.26,-71.61
1582,UNIQUE,Westborough,MA,US,42.26,-71.61
1583,STANDARD,West Boylston,MA,US,42.36,-71.78
1585,STANDARD,West Brookfield,MA,US,42.23,-72.14
1586,PO BOX,West Millbury,MA,US,42.19,-71.76
1588,STANDARD,Whitinsville,MA,US,42.11,-71.67
1590,STANDARD,Sutton,MA,US,42.15,-71.76
1601,PO BOX,Worcester,MA,US,42.26,-71.8
1602,STANDARD,Worcester,MA,US,42.27,-71.85
1603,STANDARD,Worcester,MA,US,42.24,-71.84
1604,STANDARD,Worcester,MA,US,42.25,-71.77
1605,STANDARD,Worcester,MA,US,42.29,-71.79
1606,STANDARD,Worcester,MA,US,42.32,-71.8
1607,STANDARD,Worcester,MA,US,42.23,-71.79
1608,STANDARD,Worcester,MA,US,42.26,-71.8
1609,STANDARD,Worcester,MA,US,42.29,-71.83
1610,STANDARD,Worcester,MA,US,42.25,-71.81
1611,STANDARD,Cherry Valley,MA,US,42.23,-71.87
1612,STANDARD,Paxton,MA,US,42.31,-71.93
1613,PO BOX,Worcester,MA,US,42.26,-71.8
1614,PO BOX,Worcester,MA,US,42.26,-71.8
1615,PO BOX,Worcester,MA,US,42.26,-71.8
1653,UNIQUE,Worcester,MA,US,42.26,-71.8
1654,UNIQUE,Worcester,MA,US,42.26,-71.8
1655,STANDARD,Worcester,MA,US,42.26,-71.8
1701,STANDARD,Framingham,MA,US,42.3,-71.43
1702,STANDARD,Framingham,MA,US,42.28,-71.44
1703,PO BOX,Framingham,MA,US,42.3,-71.43
1704,PO BOX,Framingham,MA,US,42.3,-71.43
1705,PO BOX,Framingham,MA,US,42.3,-71.43
1718,STANDARD,Village Of Nagog Woods,MA,US,42.52,-71.43
1719,STANDARD,Boxborough,MA,US,42.5,-71.5
1720,STANDARD,Acton,MA,US,42.48,-71.46
1721,STANDARD,Ashland,MA,US,42.25,-71.46
1730,STANDARD,Bedford,MA,US,42.48,-71.26
1731,STANDARD,Hanscom Afb,MA,US,42.46,-71.28
1740,STANDARD,Bolton,MA,US,42.43,-71.6
1741,STANDARD,Carlisle,MA,US,42.53,-71.35
1742,STANDARD,Concord,MA,US,42.45,-71.35
1745,STANDARD,Fayville,MA,US,42.29,-71.5
1746,STANDARD,Holliston,MA,US,42.2,-71.43
1747,STANDARD,Hopedale,MA,US,42.12,-71.54
1748,STANDARD,Hopkinton,MA,US,42.22,-71.52
1749,STANDARD,Hudson,MA,US,42.39,-71.56
1752,STANDARD,Marlborough,MA,US,42.34,-71.54
1754,STANDARD,Maynard,MA,US,42.42,-71.45
1756,STANDARD,Mendon,MA,US,42.1,-71.55
1757,STANDARD,Milford,MA,US,42.14,-71.51
1760,STANDARD,Natick,MA,US,42.28,-71.35
1770,STANDARD,Sherborn,MA,US,42.23,-71.36
1772,STANDARD,Southborough,MA,US,42.3,-71.51
1773,STANDARD,Lincoln,MA,US,42.41,-71.3
1775,STANDARD,Stow,MA,US,42.43,-71.5
1776,STANDARD,Sudbury,MA,US,42.36,-71.4
1778,STANDARD,Wayland,MA,US,42.36,-71.36
1784,PO BOX,Woodville,MA,US,42.23,-71.55
1801,STANDARD,Woburn,MA,US,42.48,-71.15
1803,STANDARD,Burlington,MA,US,42.5,-71.2
1805,UNIQUE,Burlington,MA,US,42.5,-71.2
1806,UNIQUE,Woburn,MA,US,42.47,-71.15
1807,UNIQUE,Woburn,MA,US,42.48,-71.15
1808,UNIQUE,Woburn,MA,US,42.5,-71.12
1810,STANDARD,Andover,MA,US,42.65,-71.14
1812,UNIQUE,Andover,MA,US,42.65,-71.14
