zip,type,primary_city,state,country,latitude,longitude
17345,STANDARD,Manchester,PA,US,40.06,-76.72
17347,STANDARD,Mount Wolf,PA,US,40.06,-76.7
17349,STANDARD,New Freedom,PA,US,39.73,-76.69
17350,STANDARD,New Oxford,PA,US,39.86,-77.05
17352,STANDARD,New Park,PA,US,39.76,-76.5
17353,STANDARD,Orrtanna,PA,US,39.88,-77.38
17354,STANDARD,Porters Sideling,PA,US,39.85,-76.88
17355,PO BOX,Railroad,PA,US,39.76,-76.69
17356,STANDARD,Red Lion,PA,US,39.89,-76.6
17358,PO BOX,Rossville,PA,US,40.07,-76.92
17360,STANDARD,Seven Valleys,PA,US,39.85,-76.76
17361,STANDARD,Shrewsbury,PA,US,39.77,-76.68
17362,STANDARD,Spring Grove,PA,US,39.88,-76.86
17363,STANDARD,Stewartstown,PA,US,39.75,-76.59
17364,STANDARD,Thomasville,PA,US,39.92,-76.87
17365,STANDARD,Wellsville,PA,US,40.05,-76.94
17366,STANDARD,Windsor,PA,US,39.91,-76.58
17368,STANDARD,Wrightsville,PA,US,40.02,-76.53
17370,STANDARD,York Haven,PA,US,40.11,-76.71
17371,PO BOX,York New Salem,PA,US,39.9,-76.79
17372,STANDARD,York Springs,PA,US,40,-77.11
17375,STANDARD,Peach Glen,PA,US,40.02,-77.23
17401,STANDARD,York,PA,US,39.96,-76.73
17402,STANDARD,York,PA,US,39.96,-76.66
17403,STANDARD,York,PA,US,39.92,-76.71
17404,STANDARD,York,PA,US,40,-76.77
17405,PO BOX,York,PA,US,39.96,-76.73
17406,STANDARD,York,PA,US,40.01,-76.64
17407,STANDARD,York,PA,US,39.88,-76.71
17408,STANDARD,York,PA,US,39.95,-76.81
17415,UNIQUE,York,PA,US,39.96,-76.73
17501,STANDARD,Akron,PA,US,40.16,-76.2
17502,STANDARD,Bainbridge,PA,US,40.09,-76.67
17503,PO BOX,Bart,PA,US,39.92,-76.07
17504,PO BOX,Bausman,PA,US,40,-76.32
17505,STANDARD,Bird In Hand,PA,US,40.05,-76.18
17506,PO BOX,Blue Ball,PA,US,40.12,-76.03
17507,PO BOX,Bowmansville,PA,US,40.2,-76.02
17508,PO BOX,Brownstown,PA,US,40.12,-76.22
17509,STANDARD,Christiana,PA,US,39.91,-76.04
17512,STANDARD,Columbia,PA,US,40.03,-76.49
17516,STANDARD,Conestoga,PA,US,39.93,-76.36
17517,STANDARD,Denver,PA,US,40.23,-76.13
17518,STANDARD,Drumore,PA,US,39.83,-76.25
17519,STANDARD,East Earl,PA,US,40.14,-76.02
17520,STANDARD,East Petersburg,PA,US,40.1,-76.35
17521,PO BOX,Elm,PA,US,40.16,-76.42
17522,STANDARD,Ephrata,PA,US,40.18,-76.18
17527,STANDARD,Gap,PA,US,40.01,-75.99
17528,PO BOX,Goodville,PA,US,39.89,-76.32
17529,STANDARD,Gordonville,PA,US,40.04,-76.1
17532,STANDARD,Holtwood,PA,US,39.82,-76.33
17533,PO BOX,Hopeland,PA,US,40.2,-76.2
17534,PO BOX,Intercourse,PA,US,40.06,-76.14
17535,STANDARD,Kinzers,PA,US,39.98,-76.02
17536,STANDARD,Kirkwood,PA,US,39.82,-76.09
17537,PO BOX,Lampeter,PA,US,40.01,-76.24
17538,STANDARD,Landisville,PA,US,40.09,-76.41
17540,STANDARD,Leola,PA,US,40.09,-76.18
17543,STANDARD,Lititz,PA,US,40.15,-76.3
17545,STANDARD,Manheim,PA,US,40.16,-76.39
17547,STANDARD,Marietta,PA,US,40.05,-76.55
17549,PO BOX,Martindale,PA,US,40.17,-76.17
17550,PO BOX,Maytown,PA,US,40.08,-76.58
17551,STANDARD,Millersville,PA,US,40,-76.35
17552,STANDARD,Mount Joy,PA,US,40.11,-76.5
17554,STANDARD,Mountville,PA,US,40.04,-76.43
17555,STANDARD,Narvon,PA,US,40.12,-75.97
17557,STANDARD,New Holland,PA,US,40.1,-76.09
17560,STANDARD,New Providence,PA,US,39.9,-76.23
17562,STANDARD,Paradise,PA,US,40,-76.12
17563,STANDARD,Peach Bottom,PA,US,39.76,-76.18
17564,PO BOX,Penryn,PA,US,40.16,-76.42
17565,STANDARD,Pequea,PA,US,39.9,-76.31
17566,STANDARD,Quarryville,PA,US,39.89,-76.16
17567,PO BOX,Reamstown,PA,US,40.21,-76.11
17568,PO BOX,Refton,PA,US,40.01,-76.24
17569,STANDARD,Reinholds,PA,US,40.27,-76.11
17570,PO BOX,Rheems,PA,US,40.13,-76.57
17572,STANDARD,Ronks,PA,US,40.01,-76.16
17573,UNIQUE,Lancaster,PA,US,40.01,-76.16
17575,PO BOX,Silver Spring,PA,US,40.06,-76.43
17576,STANDARD,Smoketown,PA,US,40.04,-76.2
17578,STANDARD,Stevens,PA,US,40.23,-76.18
17579,STANDARD,Strasburg,PA,US,39.98,-76.18
17580,PO BOX,Talmage,PA,US,40.12,-76.18
17581,STANDARD,Terre Hill,PA,US,40.16,-76.05
17582,STANDARD,Washington Boro,PA,US,39.98,-76.43
17583,PO BOX,West Willow,PA,US,39.89,-76.32
17584,STANDARD,Willow Street,PA,US,39.98,-76.27
17585,PO BOX,Witmer,PA,US,40.01,-76.24
17601,STANDARD,Lancaster,PA,US,40.07,-76.31
17602,STANDARD,Lancaster,PA,US,40.04,-76.3
17603,STANDARD,Lancaster,PA,US,40.03,-76.33
17604,PO BOX,Lancaster,PA,US,40.04,-76.3
17605,PO BOX,Lancaster,PA,US,40.04,-76.3
17606,PO BOX,Lancaster,PA,US,40.11,-76.3
17607,PO BOX,Lancaster,PA,US,40.04,-76.3
17608,PO BOX,Lancaster,PA,US,40.04,-76.3
17611,STANDARD,Lancaster,PA,US,40.01,-76.37
17622,UNIQUE,Lancaster,PA,US,40.04,-76.31
17699,UNIQUE,Lancaster,PA,US,40.04,-76.3
17701,STANDARD,Williamsport,PA,US,41.23,-77.03
17702,STANDARD,Williamsport,PA,US,41.18,-77.08
17703,PO BOX,Williamsport,PA,US,41.23,-77.03
17705,UNIQUE,Williamsport,PA,US,41.23,-77.03
17720,PO BOX,Antes Fort,PA,US,41.23,-77.04
17721,PO BOX,Avis,PA,US,41.18,-77.32
17723,STANDARD,Cammal,PA,US,41.44,-77.47
17724,STANDARD,Canton,PA,US,41.65,-76.85
17726,PO BOX,Castanea,PA,US,41.12,-77.42
17727,STANDARD,Cedar Run,PA,US,41.52,-77.45
17728,STANDARD,Cogan Station,PA,US,41.31,-77.03
17729,STANDARD,Cross Fork,PA,US,41.51,-77.74
17730,PO BOX,Dewart,PA,US,41.11,-76.88
17731,PO BOX,Eagles Mere,PA,US,41.4,-76.58
17735,PO BOX,Grover,PA,US,41.61,-76.86
17737,STANDARD,Hughesville,PA,US,41.23,-76.72
17738,STANDARD,North Bend,PA,US,41.33,-77.64
17739,PO BOX,Jersey Mills,PA,US,41.4,-77.4
17740,STANDARD,Jersey Shore,PA,US,41.2,-77.26
17742,STANDARD,Lairdsville,PA,US,41.24,-76.6
17744,STANDARD,Linden,PA,US,41.24,-77.15
17745,STANDARD,Lock Haven,PA,US,41.13,-77.45
17747,STANDARD,Loganton,PA,US,41.03,-77.3
17748,PO BOX,Mc Elhattan,PA,US,41.15,-77.35
17749,PO BOX,Mc Ewensville,PA,US,41.07,-76.82
17750,PO BOX,Mackeyville,PA,US,41.06,-77.48
17751,STANDARD,Mill Hall,PA,US,41.1,-77.49
17752,STANDARD,Montgomery,PA,US,41.17,-76.87
17754,STANDARD,Montoursville,PA,US,41.24,-76.92
17756,STANDARD,Muncy,PA,US,41.2,-76.78
17758,STANDARD,Muncy Valley,PA,US,41.35,-76.6
17760,PO BOX,North Bend,PA,US,41.37,-77.7
17762,PO BOX,Picture Rocks,PA,US,41.28,-76.7
17763,PO BOX,Ralston,PA,US,41.51,-76.98
17764,STANDARD,Renovo,PA,US,41.32,-77.74
17765,STANDARD,Roaring Branch,PA,US,41.55,-76.89
17767,PO BOX,Salona,PA,US,41.08,-77.46
17768,STANDARD,Shunk,PA,US,41.56,-76.76
17769,PO BOX,Slate Run,PA,US,41.47,-77.49
17771,STANDARD,Trout Run,PA,US,41.39,-77.08
17772,STANDARD,Turbotville,PA,US,41.1,-76.76
17773,PO BOX,Tylersville,PA,US,40.99,-77.42
17774,STANDARD,Unityville,PA,US,41.24,-76.52
17776,STANDARD,Waterville,PA,US,41.32,-77.35
17777,STANDARD,Watsontown,PA,US,41.08,-76.86
17778,STANDARD,Westport,PA,US,41.3,-77.84
17779,PO BOX,Woolrich,PA,US,41.21,-77.38
17801,STANDARD,Sunbury,PA,US,40.86,-76.78
17810,STANDARD,Allenwood,PA,US,41.11,-77.03
17812,STANDARD,Beaver Springs,PA,US,40.74,-77.22
17813,STANDARD,Beavertown,PA,US,40.75,-77.16
17814,STANDARD,Benton,PA,US,41.19,-76.38
17815,STANDARD,Bloomsburg,PA,US,41,-76.45
17820,STANDARD,Catawissa,PA,US,40.95,-76.46
17821,STANDARD,Danville,PA,US,40.96,-76.61
17822,UNIQUE,Danville,PA,US,40.97,-76.61
17823,STANDARD,Dornsife,PA,US,40.75,-76.76
17824,STANDARD,Elysburg,PA,US,40.86,-76.54
17827,STANDARD,Freeburg,PA,US,40.76,-76.94
17829,PO BOX,Hartleton,PA,US,40.9,-77.16
17830,STANDARD,Herndon,PA,US,40.71,-76.85
17831,PO BOX,Hummels Wharf,PA,US,40.83,-76.83
17832,PO BOX,Marion Heights,PA,US,40.81,-76.46
17833,PO BOX,Kreamer,PA,US,40.8,-76.95
17834,STANDARD,Kulpmont,PA,US,40.79,-76.47
17835,PO BOX,Laurelton,PA,US,40.88,-77.2
17836,STANDARD,Leck Kill,PA,US,40.72,-76.6
17837,STANDARD,Lewisburg,PA,US,40.96,-76.89
17839,PO BOX,Lightstreet,PA,US,41.03,-76.41
17840,PO BOX,Locust Gap,PA,US,40.77,-76.43
17841,STANDARD,Mc Clure,PA,US,40.7,-77.31
17842,STANDARD,Middleburg,PA,US,40.78,-77.04
17843,STANDARD,Beaver Springs,PA,US,40.74,-77.22
17844,STANDARD,Mifflinburg,PA,US,40.92,-77.04
17845,STANDARD,Millmont,PA,US,40.86,-77.23
17846,STANDARD,Millville,PA,US,41.12,-76.52
17847,STANDARD,Milton,PA,US,41,-76.85
17850,PO BOX,Montandon,PA,US,40.96,-76.86
17851,STANDARD,Mount Carmel,PA,US,40.79,-76.41
17853,STANDARD,Mount Pleasant Mills,PA,US,40.69,-77
17855,STANDARD,New Berlin,PA,US,40.88,-76.98
17856,STANDARD,New Columbia,PA,US,41.04,-76.88
17857,STANDARD,Northumberland,PA,US,40.89,-76.79
17858,PO BOX,Numidia,PA,US,40.89,-76.41
17859,STANDARD,Orangeville,PA,US,41.07,-76.41
17860,STANDARD,Paxinos,PA,US,40.87,-76.61
17861,PO BOX,Paxtonville,PA,US,40.77,-77.08
17862,PO BOX,Penns Creek,PA,US,40.86,-77.06
17864,STANDARD,Port Trevorton,PA,US,40.7,-76.91
17865,PO BOX,Potts Grove,PA,US,40.99,-76.79
17866,STANDARD,Coal Township,PA,US,40.78,-76.54
17867,STANDARD,Rebuck,PA,US,40.71,-76.69
17868,PO BOX,Riverside,PA,US,40.95,-76.63
17870,STANDARD,Selinsgrove,PA,US,40.8,-76.86
17872,STANDARD,Shamokin,PA,US,40.78,-76.55
17876,STANDARD,Shamokin Dam,PA,US,40.85,-76.82
17877,PO BOX,Snydertown,PA,US,40.87,-76.67
17878,STANDARD,Stillwater,PA,US,41.15,-76.36
17880,PO BOX,Swengel,PA,US,40.89,-77.12
17881,STANDARD,Trevorton,PA,US,40.78,-76.67
17882,PO BOX,Troxelville,PA,US,40.81,-77.2
17883,PO BOX,Vicksburg,PA,US,40.94,-76.98
17884,PO BOX,Washingtonville,PA,US,41.05,-76.67
17885,PO BOX,Weikert,PA,US,40.86,-77.28
17886,STANDARD,West Milton,PA,US,41.02,-76.88
17887,PO BOX,White Deer,PA,US,41.13,-76.94
17888,STANDARD,Wilburton,PA,US,40.81,-76.38
17889,STANDARD,Winfield,PA,US,40.9,-76.87
17901,STANDARD,Pottsville,PA,US,40.67,-76.2
17920,PO BOX,Aristes,PA,US,40.81,-76.34
17921,STANDARD,Ashland,PA,US,40.78,-76.34
17922,STANDARD,Auburn,PA,US,40.59,-76.09
17923,PO BOX,Branchdale,PA,US,40.63,-76.32
17925,PO BOX,Brockton,PA,US,40.75,-76.07
17929,STANDARD,Cressona,PA,US,40.63,-76.19
17930,PO BOX,Cumbola,PA,US,40.71,-76.12
17931,STANDARD,Frackville,PA,US,40.78,-76.23
17932,UNIQUE,Frackville,PA,US,40.78,-76.23
17933,PO BOX,Friedensburg,PA,US,40.6,-76.24
17934,STANDARD,Gilberton,PA,US,40.8,-76.21
17935,STANDARD,Girardville,PA,US,40.79,-76.28
17936,PO BOX,Gordon,PA,US,40.75,-76.34
17938,STANDARD,Hegins,PA,US,40.66,-76.48
17941,STANDARD,Klingerstown,PA,US,40.66,-76.62
17942,PO BOX,Landingville,PA,US,40.62,-76.12
17943,PO BOX,Lavelle,PA,US,40.76,-76.39
17944,PO BOX,Llewellyn,PA,US,40.67,-76.28
17945,PO BOX,Locustdale,PA,US,40.79,-76.38
17946,PO BOX,Lost Creek,PA,US,40.81,-76.26
17948,STANDARD,Mahanoy City,PA,US,40.85,-76.12
17949,PO BOX,Mahanoy Plane,PA,US,40.79,-76.24
17951,PO BOX,Mar Lin,PA,US,40.68,-76.25
17952,PO BOX,Mary D,PA,US,40.75,-76.06
17953,PO BOX,Middleport,PA,US,40.72,-76.08
17954,STANDARD,Minersville,PA,US,40.69,-76.25
17957,STANDARD,Muir,PA,US,40.59,-76.52
17959,STANDARD,New Philadelphia,PA,US,40.73,-76.15
17960,STANDARD,New Ringgold,PA,US,40.68,-75.99
17961,STANDARD,Orwigsburg,PA,US,40.65,-76.1
17963,STANDARD,Pine Grove,PA,US,40.54,-76.38
17964,STANDARD,Pitman,PA,US,40.7,-76.51
17965,STANDARD,Port Carbon,PA,US,40.7,-76.17
17966,PO BOX,Ravine,PA,US,40.56,-76.33
17967,STANDARD,Ringtown,PA,US,40.85,-76.23
17968,STANDARD,Sacramento,PA,US,40.64,-76.61
17970,STANDARD,Saint Clair,PA,US,40.72,-76.19
17972,STANDARD,Schuylkill Haven,PA,US,40.62,-76.17
17974,PO BOX,Seltzer,PA,US,40.7,-76.24
17976,STANDARD,Shenandoah,PA,US,40.82,-76.21
17978,STANDARD,Spring Glen,PA,US,40.63,-76.61
17979,PO BOX,Summit Station,PA,US,40.56,-76.2
17980,STANDARD,Tower City,PA,US,40.58,-76.55
17981,STANDARD,Tremont,PA,US,40.62,-76.39
17982,PO BOX,Tuscarora,PA,US,40.79,-76.02
17983,STANDARD,Valley View,PA,US,40.64,-76.55
17985,STANDARD,Zion Grove,PA,US,40.93,-76.25
18001,PO BOX,Lehigh Valley,PA,US,40.66,-75.55
18002,PO BOX,Lehigh Valley,PA,US,40.66,-75.55
18003,UNIQUE,Lehigh Valley,PA,US,40.66,-75.55
18010,PO BOX,Ackermanville,PA,US,40.84,-75.17
18011,STANDARD,Alburtis,PA,US,40.5,-75.6
18012,PO BOX,Aquashicola,PA,US,40.84,-75.57
18013,STANDARD,Bangor,PA,US,40.86,-75.2
18014,STANDARD,Bath,PA,US,40.72,-75.39
18015,STANDARD,Bethlehem,PA,US,40.59,-75.37
18016,STANDARD,Bethlehem,PA,US,40.63,-75.39
18017,STANDARD,Bethlehem,PA,US,40.66,-75.39
18018,STANDARD,Bethlehem,PA,US,40.62,-75.36
18020,STANDARD,Bethlehem,PA,US,40.67,-75.32
18025,UNIQUE,Bethlehem,PA,US,40.62,-75.36
18030,PO BOX,Bowmanstown,PA,US,40.8,-75.66
18031,STANDARD,Breinigsville,PA,US,40.55,-75.66
18032,STANDARD,Catasauqua,PA,US,40.65,-75.46
18034,STANDARD,Center Valley,PA,US,40.53,-75.42
18035,STANDARD,Cherryville,PA,US,40.75,-75.54
18036,STANDARD,Coopersburg,PA,US,40.51,-75.39
18037,STANDARD,Coplay,PA,US,40.67,-75.49
18038,STANDARD,Danielsville,PA,US,40.78,-75.51
18039,PO BOX,Durham,PA,US,40.55,-75.24
18040,STANDARD,Easton,PA,US,40.75,-75.23
18041,STANDARD,East Greenville,PA,US,40.42,-75.51
18042,STANDARD,Easton,PA,US,40.68,-75.22
18043,PO BOX,Easton,PA,US,40.68,-75.22
18044,PO BOX,Easton,PA,US,40.68,-75.22
18045,STANDARD,Easton,PA,US,40.69,-75.27
18046,PO BOX,East Texas,PA,US,40.55,-75.56
18049,STANDARD,Emmaus,PA,US,40.53,-75.49
18050,PO BOX,Flicksville,PA,US,40.84,-75.17
18051,STANDARD,Fogelsville,PA,US,40.59,-75.66
18052,STANDARD,Whitehall,PA,US,40.63,-75.48
18053,STANDARD,Germansville,PA,US,40.72,-75.71
18054,STANDARD,Green Lane,PA,US,40.33,-75.47
18055,STANDARD,Hellertown,PA,US,40.58,-75.33
18056,STANDARD,Hereford,PA,US,40.45,-75.55
18058,STANDARD,Kunkletown,PA,US,40.88,-75.47
18059,STANDARD,Laurys Station,PA,US,40.72,-75.53
18060,PO BOX,Limeport,PA,US,40.5,-75.44
18062,STANDARD,Macungie,PA,US,40.51,-75.55
18063,PO BOX,Martins Creek,PA,US,40.78,-75.17
18064,STANDARD,Nazareth,PA,US,40.73,-75.31
18065,PO BOX,Neffs,PA,US,40.69,-75.55
18066,STANDARD,New Tripoli,PA,US,40.65,-75.74
18067,STANDARD,Northampton,PA,US,40.68,-75.48
18068,PO BOX,Old Zionsville,PA,US,40.48,-75.52
18069,STANDARD,Orefield,PA,US,40.62,-75.6
18070,STANDARD,Palm,PA,US,40.43,-75.53
18071,STANDARD,Palmerton,PA,US,40.8,-75.61
18072,STANDARD,Pen Argyl,PA,US,40.86,-75.25
18073,STANDARD,Pennsburg,PA,US,40.39,-75.49
18074,STANDARD,Perkiomenville,PA,US,40.32,-75.51
18076,STANDARD,Red Hill,PA,US,40.37,-75.48
18077,STANDARD,Riegelsville,PA,US,40.59,-75.19
18078,STANDARD,Schnecksville,PA,US,40.67,-75.61
18079,PO BOX,Slatedale,PA,US,40.74,-75.66
18080,STANDARD,Slatington,PA,US,40.75,-75.61
18081,PO BOX,Springtown,PA,US,40.56,-75.28
18083,PO BOX,Stockertown,PA,US,40.75,-75.26
18084,PO BOX,Sumneytown,PA,US,40.31,-75.5
18085,PO BOX,Tatamy,PA,US,40.74,-75.25
18086,PO BOX,Treichlers,PA,US,40.74,-75.55
18087,STANDARD,Trexlertown,PA,US,40.55,-75.59
18088,STANDARD,Walnutport,PA,US,40.75,-75.59
18091,STANDARD,Wind Gap,PA,US,40.84,-75.29
18092,STANDARD,Zionsville,PA,US,40.47,-75.52
18098,UNIQUE,Emmaus,PA,US,40.53,-75.49
18099,UNIQUE,Emmaus,PA,US,40.53,-75.49
18101,STANDARD,Allentown,PA,US,40.6,-75.47
18102,STANDARD,Allentown,PA,US,40.61,-75.48
18103,STANDARD,Allentown,PA,US,40.59,-75.47
18104,STANDARD,Allentown,PA,US,40.61,-75.55
18105,PO BOX,Allentown,PA,US,40.6,-75.49
18106,STANDARD,Allentown,PA,US,40.57,-75.56
18109,STANDARD,Allentown,PA,US,40.64,-75.44
18175,UNIQUE,Allentown,PA,US,40.6,-75.46
18195,STANDARD,Allentown,PA,US,40.58,-75.62
18201,STANDARD,Hazleton,PA,US,40.95,-75.97
18202,STANDARD,Hazleton,PA,US,40.96,-76
18210,STANDARD,Albrightsville,PA,US,41,-75.58
18211,STANDARD,Andreas,PA,US,40.74,-75.82
18212,PO BOX,Ashfield,PA,US,40.78,-75.71
18214,STANDARD,Barnesville,PA,US,40.79,-76.08
18216,STANDARD,Beaver Meadows,PA,US,40.94,-75.89
18218,STANDARD,Coaldale,PA,US,40.82,-75.91
18219,PO BOX,Conyngham,PA,US,40.99,-76.05
18220,PO BOX,Delano,PA,US,40.84,-76.06
18221,PO BOX,Drifton,PA,US,41,-75.92
18222,STANDARD,Drums,PA,US,41.01,-75.99
18223,PO BOX,Ebervale,PA,US,40.98,-75.94
18224,STANDARD,Freeland,PA,US,41.01,-75.89
18225,PO BOX,Harleigh,PA,US,40.98,-75.97
18229,STANDARD,Jim Thorpe,PA,US,40.87,-75.73
18230,PO BOX,Junedale,PA,US,40.92,-75.92
18231,PO BOX,Kelayres,PA,US,40.9,-76.01
18232,STANDARD,Lansford,PA,US,40.83,-75.88
18234,PO BOX,Lattimer Mines,PA,US,40.99,-75.96
18235,STANDARD,Lehighton,PA,US,40.83,-75.71
18237,STANDARD,Mcadoo,PA,US,40.9,-75.99
18239,PO BOX,Milnesville,PA,US,40.99,-75.99
18240,STANDARD,Nesquehoning,PA,US,40.86,-75.82
18241,STANDARD,Nuremberg,PA,US,40.95,-76.13
18242,PO BOX,Oneida,PA,US,40.91,-76.12
18244,PO BOX,Parryville,PA,US,40.82,-75.67
18245,PO BOX,Quakake,PA,US,40.85,-76.03
18246,PO BOX,Rock Glen,PA,US,40.96,-76.2
18247,PO BOX,Saint Johns,PA,US,41.03,-75.98
18248,PO BOX,Sheppton,PA,US,40.9,-76.11
18249,STANDARD,Sugarloaf,PA,US,40.99,-76.08
18250,STANDARD,Summit Hill,PA,US,40.82,-75.84
18251,PO BOX,Sybertsville,PA,US,41.01,-76.08
18252,STANDARD,Tamaqua,PA,US,40.8,-75.93
18254,PO BOX,Tresckow,PA,US,40.91,-75.96
18255,STANDARD,Weatherly,PA,US,40.94,-75.82
18256,PO BOX,Weston,PA,US,40.94,-76.15
18301,STANDARD,East Stroudsburg,PA,US,41,-75.17
18302,STANDARD,East Stroudsburg,PA,US,41.11,-75.11
18320,PO BOX,Analomink,PA,US,41,-75.28
18321,STANDARD,Bartonsville,PA,US,41.03,-75.28
18322,STANDARD,Brodheadsville,PA,US,40.92,-75.4
18323,PO BOX,Buck Hill Falls,PA,US,41.2,-75.27
18324,STANDARD,Bushkill,PA,US,41.09,-75
18325,STANDARD,Canadensis,PA,US,41.24,-75.22
18326,STANDARD,Cresco,PA,US,41.17,-75.25
18327,PO BOX,Delaware Water Gap,PA,US,40.97,-75.13
18328,STANDARD,Dingmans Ferry,PA,US,41.22,-74.87
18330,STANDARD,Effort,PA,US,40.96,-75.45
18331,STANDARD,Gilbert,PA,US,40.91,-75.44
18332,STANDARD,Henryville,PA,US,41.09,-75.26
18333,STANDARD,Kresgeville,PA,US,40.91,-75.49
18334,STANDARD,Long Pond,PA,US,41.05,-75.44
18335,PO BOX,Marshalls Creek,PA,US,41.07,-75.1
18336,STANDARD,Matamoras,PA,US,41.37,-74.74
18337,STANDARD,Milford,PA,US,41.32,-74.8
18340,PO BOX,Millrift,PA,US,41.42,-74.77
18341,PO BOX,Minisink Hills,PA,US,41,-75.13
18342,PO BOX,Mountainhome,PA,US,41.17,-75.27
18343,STANDARD,Mount Bethel,PA,US,40.9,-75.11
18344,STANDARD,Mount Pocono,PA,US,41.12,-75.35
18346,STANDARD,Pocono Summit,PA,US,41.14,-75.42
18347,STANDARD,Pocono Lake,PA,US,41.11,-75.56
18348,PO BOX,Pocono Lake Preserve,PA,US,41.11,-75.56
18349,PO BOX,Pocono Manor,PA,US,41.1,-75.37
18350,STANDARD,Pocono Pines,PA,US,41.11,-75.45
18351,PO BOX,Portland,PA,US,40.92,-75.1
18352,STANDARD,Reeders,PA,US,41.01,-75.36
18353,STANDARD,Saylorsburg,PA,US,40.9,-75.36
18354,STANDARD,Sciota,PA,US,40.92,-75.32
18355,STANDARD,Scotrun,PA,US,41.07,-75.33
18356,PO BOX,Shawnee On Delaware,PA,US,41.01,-75.12
18357,PO BOX,Skytop,PA,US,41.23,-75.22
18360,STANDARD,Stroudsburg,PA,US,40.98,-75.19
18370,STANDARD,Swiftwater,PA,US,41.09,-75.34
18371,STANDARD,Tamiment,PA,US,41.16,-75.04
18372,STANDARD,Tannersville,PA,US,41.04,-75.33
18373,PO BOX,Unity House,PA,US,41.14,-75
18403,STANDARD,Archbald,PA,US,41.5,-75.53
18405,STANDARD,Beach Lake,PA,US,41.6,-75.15
18407,STANDARD,Carbondale,PA,US,41.57,-75.5
18410,PO BOX,Chinchilla,PA,US,41.47,-75.67
18411,STANDARD,Clarks Summit,PA,US,41.48,-75.7
18413,PO BOX,Clifford,PA,US,41.65,-75.59
18414,STANDARD,Dalton,PA,US,41.53,-75.73
18415,STANDARD,Damascus,PA,US,41.74,-75.12
18416,PO BOX,Elmhurst,PA,US,41.37,-75.54
18417,STANDARD,Equinunk,PA,US,41.85,-75.22
18419,STANDARD,Factoryville,PA,US,41.56,-75.78
18420,PO BOX,Fleetville,PA,US,41.6,-75.71
18421,STANDARD,Forest City,PA,US,41.65,-75.46
18424,STANDARD,Gouldsboro,PA,US,41.24,-75.45
18425,STANDARD,Greeley,PA,US,41.42,-74.99
18426,STANDARD,Greentown,PA,US,41.32,-75.3
18427,STANDARD,Hamlin,PA,US,41.4,-75.41
18428,STANDARD,Hawley,PA,US,41.47,-75.18
18430,STANDARD,Herrick Center,PA,US,41.76,-75.47
18431,STANDARD,Honesdale,PA,US,41.57,-75.25
18433,STANDARD,Jermyn,PA,US,41.57,-75.58
18434,STANDARD,Jessup,PA,US,41.46,-75.55
18435,STANDARD,Lackawaxen,PA,US,41.46,-74.98
18436,STANDARD,Lake Ariel,PA,US,41.45,-75.38
18437,STANDARD,Lake Como,PA,US,41.87,-75.32
18438,STANDARD,Lakeville,PA,US,41.43,-75.27
18439,STANDARD,Lakewood,PA,US,41.85,-75.38
18440,PO BOX,La Plume,PA,US,41.55,-75.75
18441,STANDARD,Lenoxville,PA,US,41.66,-75.61
18443,STANDARD,Milanville,PA,US,41.67,-75.06
18444,STANDARD,Moscow,PA,US,41.33,-75.52
18445,STANDARD,Newfoundland,PA,US,41.3,-75.32
18446,STANDARD,Nicholson,PA,US,41.62,-75.78
18447,STANDARD,Olyphant,PA,US,41.45,-75.59
18448,UNIQUE,Olyphant,PA,US,41.45,-75.59
18449,PO BOX,Orson,PA,US,41.81,-75.44
18451,STANDARD,Paupack,PA,US,41.39,-75.19
18452,STANDARD,Peckville,PA,US,41.48,-75.59
18453,STANDARD,Pleasant Mount,PA,US,41.73,-75.43
18454,PO BOX,Poyntelle,PA,US,41.83,-75.43
18455,STANDARD,Preston Park,PA,US,41.88,-75.35
18456,STANDARD,Prompton,PA,US,41.58,-75.32
18457,PO BOX,Rowland,PA,US,41.47,-75.05
18458,STANDARD,Shohola,PA,US,41.47,-74.91
18459,PO BOX,South Canaan,PA,US,41.5,-75.43
18460,STANDARD,South Sterling,PA,US,41.25,-75.31
18461,STANDARD,Starlight,PA,US,41.9,-75.33
18462,STANDARD,Starrucca,PA,US,41.9,-75.46
18463,STANDARD,Sterling,PA,US,41.36,-75.4
18464,STANDARD,Tafton,PA,US,41.4,-75.18
18465,STANDARD,Thompson,PA,US,41.86,-75.51
18466,STANDARD,Tobyhanna,PA,US,41.18,-75.43
18469,STANDARD,Tyler Hill,PA,US,41.69,-75.1
18470,STANDARD,Union Dale,PA,US,41.71,-75.49
18471,PO BOX,Waverly,PA,US,41.52,-75.7
18472,STANDARD,Waymart,PA,US,41.58,-75.4
18473,PO BOX,White Mills,PA,US,41.52,-75.22
18501,PO BOX,Scranton,PA,US,41.4,-75.66
18502,PO BOX,Scranton,PA,US,41.4,-75.66
18503,STANDARD,Scranton,PA,US,41.41,-75.67
18504,STANDARD,Scranton,PA,US,41.43,-75.7
18505,STANDARD,Scranton,PA,US,41.4,-75.66
18507,STANDARD,Moosic,PA,US,41.35,-75.72
18508,STANDARD,Scranton,PA,US,41.45,-75.66
18509,STANDARD,Scranton,PA,US,41.43,-75.64
18510,STANDARD,Scranton,PA,US,41.41,-75.64
